event_id,entity_id,event_timestamp,event_type,source_system,severity_reported,value_amount,entity_type,region,tier,risk_segment_baseline,entity_age_days,prior_events_count,prior_flagged_count,time_since_last_event_hours,hour_of_day,day_of_week,auto_resolved_flag,is_risk_flag,resolution_minutes,analyst_notes_length,confirmed_loss_amount
3363,1253,2023-07-23 11:38:59,data_export,web,low,108.49,account,zone_central,standard,medium,0,0,0,,11,6,1,0,,,
3364,812,2023-07-23 12:31:51,config_change,mobile,low,25.14,account,zone_north,standard,low,0,29,1,117.795,12,6,0,0,8.27,58.0,
3365,1386,2023-07-23 12:46:48,data_export,api,low,46.35,account,zone_south,enterprise,low,0,0,0,,12,6,0,0,16.89,98.0,
3366,1051,2023-07-23 12:49:19,duplicate_transaction,web,high,71.96,service,zone_east,enterprise,low,843,19,0,284.639,12,6,0,1,34.53,76.0,40.33
3367,448,2023-07-23 12:54:58,config_change,mobile,high,32.33,service,zone_central,plus,medium,839,15,0,110.712,12,6,0,0,25.27,165.0,
3368,479,2023-07-23 13:59:19,config_change,mobile,low,568.08,service,zone_west,enterprise,medium,205,23,1,292.277,13,6,0,0,21.3,62.0,
3369,224,2023-07-23 14:26:07,config_change,web,critical,97.13,integration,zone_east,plus,medium,411,0,0,,14,6,1,0,,,
3370,1177,2023-07-23 15:41:19,config_change,api,low,21.29,device,zone_east,plus,low,0,6,1,1051.951,15,6,0,0,28.5,64.0,
3371,1197,2023-07-23 16:59:27,login_anomaly,web,high,201.79,account,zone_central,standard,low,374,50,6,73.794,16,6,0,0,6.85,62.0,
3372,312,2023-07-23 17:52:54,login_anomaly,api,high,86.42,device,zone_east,enterprise,medium,928,86,2,78.046,17,6,1,0,,,
3373,55,2023-07-23 18:40:04,login_anomaly,web,low,16.9,service,zone_south,plus,low,0,37,0,95.348,18,6,1,0,,,
3374,411,2023-07-23 21:38:50,login_anomaly,mobile,medium,9.52,service,zone_north,plus,low,0,51,4,76.371,21,6,1,0,,,
3375,411,2023-07-23 23:39:47,duplicate_transaction,mobile,low,41.62,service,zone_north,plus,low,0,52,4,2.016,23,6,0,0,19.12,62.0,
3376,997,2023-07-24 01:00:56,data_export,api,medium,71.75,service,zone_east,standard,high,772,1,0,111.209,1,0,0,0,9.02,60.0,
3377,1183,2023-07-24 02:23:12,access_violation,api,medium,51.61,account,zone_north,plus,low,0,0,0,,2,0,0,1,20.42,120.0,36.31
3378,1301,2023-07-24 06:52:36,config_change,api,low,237.97,account,zone_central,standard,low,0,1,0,228.232,6,0,0,0,8.83,90.0,
3379,180,2023-07-24 07:17:26,policy_override,mobile,low,293.37,service,zone_east,standard,high,0,4,0,789.053,7,0,1,0,,,
3380,1461,2023-07-24 08:53:19,config_change,api,low,96.66,vendor,zone_central,standard,low,0,0,0,,8,0,0,0,22.76,57.0,
3381,1264,2023-07-24 10:09:27,payment_dispute,mobile,high,68.67,integration,zone_south,plus,high,995,2,0,359.378,10,0,0,0,14.53,75.0,
3382,55,2023-07-24 12:06:34,access_violation,batch,high,229.23,service,zone_south,plus,low,0,38,0,17.442,12,0,0,1,41.61,109.0,236.82
3383,1320,2023-07-24 13:23:53,duplicate_transaction,web,low,16.71,vendor,zone_central,standard,low,336,0,0,,13,0,1,0,,,
3384,239,2023-07-24 15:30:58,payment_dispute,web,low,33.91,account,unknown,standard,low,264,0,0,,15,0,0,0,30.6,24.0,
3385,775,2023-07-24 15:48:31,payment_dispute,web,medium,91.75,account,zone_central,plus,low,845,0,0,,15,0,1,0,,,
3386,1255,2023-07-24 16:07:21,login_anomaly,batch,medium,62.74,account,zone_central,plus,low,160,3,0,473.23,16,0,1,0,,,
3387,315,2023-07-24 16:46:28,data_export,mobile,low,35.95,device,zone_central,standard,low,178,18,0,33.121,16,0,0,1,13.49,112.0,16.69
3388,133,2023-07-24 18:13:53,login_anomaly,api,low,365.71,service,zone_west,standard,low,547,5,0,584.289,18,0,0,0,20.19,95.0,
3389,633,2023-07-24 19:24:55,data_export,mobile,high,63.57,account,zone_central,plus,low,985,50,3,124.165,19,0,0,0,8.37,119.0,
3390,1077,2023-07-24 20:10:12,duplicate_transaction,batch,low,62.06,device,zone_west,plus,high,1042,14,1,78.88,20,0,1,0,,,
3391,512,2023-07-24 20:30:04,data_export,web,medium,81.95,vendor,zone_south,plus,low,0,2,0,1572.097,20,0,0,0,29.12,147.0,
3392,443,2023-07-24 20:54:32,access_violation,web,high,100.83,service,zone_east,standard,medium,0,5,1,853.854,20,0,0,0,19.05,96.0,
3393,312,2023-07-24 23:13:52,data_export,web,low,25.32,device,zone_east,enterprise,medium,929,87,2,29.349,23,0,0,0,5.81,89.0,
3394,757,2023-07-24 23:17:23,login_anomaly,web,low,55.39,device,zone_central,standard,medium,647,118,6,181.957,23,0,0,0,25.82,120.0,
3395,379,2023-07-25 06:22:14,duplicate_transaction,mobile,medium,291.97,device,zone_east,standard,low,0,8,0,493.153,6,1,0,0,14.45,91.0,
3396,725,2023-07-25 07:58:47,data_export,web,medium,179.95,account,zone_central,plus,low,0,3,0,467.418,7,1,0,0,20.84,52.0,
3397,312,2023-07-25 08:23:57,duplicate_transaction,api,medium,41.37,device,zone_east,enterprise,medium,930,88,2,9.168,8,1,0,0,13.65,74.0,
3398,1197,2023-07-25 10:06:36,login_anomaly,batch,low,126.95,account,zone_central,standard,low,376,51,6,41.119,10,1,0,0,13.83,63.0,
3399,1044,2023-07-25 11:01:17,payment_dispute,mobile,low,28.96,service,zone_south,enterprise,medium,293,36,1,175.325,11,1,0,0,17.43,97.0,
3400,1292,2023-07-25 11:44:39,permission_escalation,batch,medium,180.63,service,zone_north,standard,medium,924,4,0,429.592,11,1,0,1,12.49,158.0,79.98
3401,893,2023-07-25 12:18:27,payment_dispute,mobile,medium,36.55,account,zone_south,standard,high,653,27,0,95.996,12,1,0,0,48.79,103.0,
3402,1136,2023-07-25 13:05:28,policy_override,web,low,111.82,account,zone_east,standard,medium,197,3,0,1825.214,13,1,1,0,,,
3403,785,2023-07-25 13:27:35,permission_escalation,batch,low,141.99,integration,zone_north,standard,low,0,12,0,979.026,13,1,1,0,,,
3404,1244,2023-07-25 13:43:19,login_anomaly,web,low,34.56,account,zone_west,standard,high,610,0,0,,13,1,0,0,9.42,53.0,
3405,33,2023-07-25 14:48:08,config_change,web,low,42.85,device,zone_east,standard,medium,0,5,0,2116.69,14,1,0,0,22.88,46.0,
3406,871,2023-07-25 14:59:58,data_export,web,medium,10.95,service,zone_east,standard,low,0,7,0,77.312,14,1,0,0,20.9,42.0,
3407,1009,2023-07-25 17:11:22,login_anomaly,api,low,55.83,service,zone_east,standard,medium,0,2,0,1681.362,17,1,0,0,14.04,72.0,
3408,646,2023-07-25 18:12:14,login_anomaly,web,low,68.5,vendor,zone_central,plus,medium,0,1,0,4394.573,18,1,1,0,,,
3409,1148,2023-07-25 18:40:38,payment_dispute,api,medium,18.61,vendor,zone_central,plus,low,7,14,0,242.907,18,1,1,0,,,
3410,1118,2023-07-25 19:18:12,duplicate_transaction,api,low,76.24,vendor,zone_central,enterprise,medium,0,0,0,,19,1,1,0,,,
3411,1435,2023-07-25 20:03:29,data_export,batch,medium,107.83,account,zone_west,plus,low,371,9,0,533.798,20,1,0,0,5.0,38.0,
3412,203,2023-07-25 20:20:28,config_change,api,low,135.63,device,zone_south,enterprise,low,0,42,3,243.63,20,1,0,0,14.55,129.0,
3413,876,2023-07-25 22:29:33,config_change,api,low,51.37,vendor,zone_north,standard,medium,536,4,0,78.342,22,1,0,0,32.76,123.0,
3414,379,2023-07-26 00:09:36,config_change,web,low,23.71,device,zone_east,standard,low,0,9,0,17.789,0,2,0,0,12.46,98.0,
3415,602,2023-07-26 01:42:49,policy_override,api,low,188.77,vendor,zone_north,standard,low,736,7,1,249.262,1,2,1,0,,,
3416,1202,2023-07-26 09:08:47,payment_dispute,web,high,49.14,device,zone_east,plus,low,1075,2,0,743.581,9,2,0,0,23.15,80.0,
3417,465,2023-07-26 09:39:22,login_anomaly,mobile,high,32.99,service,zone_west,plus,low,0,4,0,450.894,9,2,0,0,75.66,10.0,
3418,931,2023-07-26 11:10:12,policy_override,web,low,15.72,account,zone_central,standard,low,368,2,0,306.138,11,2,1,0,,,
3419,538,2023-07-26 12:14:01,login_anomaly,api,low,84.93,account,zone_north,plus,low,1039,4,0,1101.522,12,2,0,1,24.25,93.0,84.18
3420,411,2023-07-26 12:50:51,duplicate_transaction,mobile,medium,11.12,service,zone_north,plus,low,0,53,4,61.184,12,2,0,0,71.65,63.0,
3421,564,2023-07-26 16:04:30,login_anomaly,batch,low,34.59,service,zone_north,standard,low,620,0,0,,16,2,1,0,,,
3422,1197,2023-07-26 16:36:27,login_anomaly,api,medium,41.87,account,zone_central,standard,low,377,52,6,30.497,16,2,0,0,5.0,63.0,
3423,492,2023-07-26 18:14:13,access_violation,web,high,124.13,service,zone_west,standard,high,941,1,0,4042.488,18,2,0,0,23.64,121.0,
3424,674,2023-07-26 20:16:52,login_anomaly,web,medium,84.94,service,zone_north,standard,low,332,0,0,,20,2,0,0,12.14,47.0,
3425,1036,2023-07-26 20:38:59,duplicate_transaction,batch,low,22.59,service,zone_east,standard,medium,0,0,0,,20,2,1,0,,,
3426,1153,2023-07-26 22:06:56,access_violation,mobile,critical,48.19,account,zone_central,standard,medium,747,0,0,,22,2,0,0,21.95,84.0,
3427,961,2023-07-27 03:44:31,payment_dispute,web,low,39.16,device,zone_central,standard,medium,0,10,0,2009.81,3,3,0,0,10.74,97.0,
3428,312,2023-07-27 08:47:37,login_anomaly,mobile,high,98.46,device,zone_east,enterprise,medium,932,89,2,48.394,8,3,0,0,14.34,94.0,
3429,1083,2023-07-27 09:01:16,login_anomaly,web,low,39.82,integration,zone_north,plus,low,772,11,2,219.124,9,3,0,0,35.91,103.0,
3430,411,2023-07-27 09:13:26,payment_dispute,batch,high,12.0,service,zone_north,plus,low,0,54,4,20.376,9,3,0,1,18.12,136.0,8.88
3431,577,2023-07-27 09:33:33,data_export,mobile,low,62.47,integration,zone_central,plus,low,621,14,0,228.975,9,3,1,0,,,
3432,466,2023-07-27 11:45:10,login_anomaly,web,low,49.5,service,zone_north,plus,low,0,0,0,,11,3,0,0,14.64,52.0,
3433,931,2023-07-27 13:13:56,data_export,mobile,medium,50.56,account,zone_central,standard,low,369,3,0,26.062,13,3,1,0,,,
3434,1494,2023-07-27 13:46:48,duplicate_transaction,api,medium,105.13,vendor,zone_east,standard,high,1,3,3,409.164,13,3,0,1,10.87,59.0,59.89
3435,778,2023-07-27 15:11:55,access_violation,web,low,140.71,account,zone_north,standard,medium,0,1,0,577.822,15,3,1,0,,,
3436,367,2023-07-27 15:15:57,config_change,batch,medium,184.27,vendor,zone_central,plus,low,0,1,0,568.746,15,3,0,0,21.26,215.0,
3437,553,2023-07-27 15:24:57,data_export,api,low,244.46,account,zone_east,standard,medium,0,0,0,,15,3,1,0,,,
3438,93,2023-07-27 16:12:00,login_anomaly,web,low,79.31,device,zone_central,enterprise,medium,0,1,0,4591.528,16,3,0,0,14.16,105.0,
3439,92,2023-07-27 17:27:08,access_violation,mobile,high,277.94,service,zone_north,enterprise,low,404,1,0,3697.211,17,3,0,0,31.44,96.0,
3440,1317,2023-07-27 17:51:03,config_change,api,low,67.5,service,zone_south,enterprise,low,126,1,0,4905.306,17,3,0,0,24.5,74.0,
3441,528,2023-07-27 21:41:45,login_anomaly,web,low,44.22,integration,zone_south,standard,low,0,0,0,,21,3,0,0,20.82,77.0,
3442,362,2023-07-27 23:39:42,access_violation,mobile,medium,50.76,account,zone_central,standard,high,1041,3,1,268.225,23,3,0,0,25.93,119.0,
3443,1451,2023-07-28 07:00:05,access_violation,web,critical,202.49,vendor,zone_north,plus,low,1056,0,0,,7,4,0,0,22.18,141.0,
3444,1242,2023-07-28 09:05:59,access_violation,web,low,45.64,device,zone_central,plus,medium,0,3,0,569.365,9,4,0,0,34.25,66.0,
3445,837,2023-07-28 09:09:06,data_export,batch,low,88.09,service,zone_central,plus,medium,892,25,0,526.835,9,4,0,0,24.74,21.0,
3446,312,2023-07-28 09:38:04,policy_override,api,high,34.22,device,zone_east,enterprise,medium,933,90,2,24.841,9,4,0,0,18.0,92.0,
3447,1353,2023-07-28 10:06:48,policy_override,batch,low,291.68,account,zone_central,plus,low,491,0,0,,10,4,0,0,5.84,77.0,
3448,312,2023-07-28 11:25:31,login_anomaly,api,medium,69.17,device,zone_east,enterprise,medium,933,91,2,1.791,11,4,1,0,,,
3449,77,2023-07-28 12:03:33,duplicate_transaction,batch,low,54.02,account,zone_central,standard,medium,0,1,0,4029.253,12,4,0,0,23.89,50.0,
3450,677,2023-07-28 13:48:05,data_export,web,low,46.77,integration,zone_east,standard,low,275,4,0,837.753,13,4,0,0,19.6,84.0,
3451,830,2023-07-28 16:24:45,access_violation,api,low,85.81,account,zone_east,plus,low,141,0,0,,16,4,0,0,32.92,121.0,
3452,1330,2023-07-28 17:47:24,config_change,mobile,low,48.47,account,zone_west,enterprise,medium,647,5,0,319.879,17,4,0,0,8.88,112.0,
3453,234,2023-07-28 18:15:46,config_change,mobile,low,90.16,service,zone_south,standard,low,408,0,0,,18,4,0,1,9.46,94.0,62.94
3454,1026,2023-07-28 20:17:03,config_change,api,critical,34.2,account,zone_north,enterprise,high,784,1,0,3493.48,20,4,0,0,10.16,19.0,
3455,315,2023-07-28 20:21:03,login_anomaly,batch,medium,47.31,device,zone_central,standard,low,182,19,1,99.576,20,4,1,0,,,
3456,1460,2023-07-29 06:28:47,policy_override,web,medium,50.6,device,zone_central,plus,low,63,5,0,3061.421,6,5,0,0,22.88,19.0,
3457,1086,2023-07-29 08:18:25,login_anomaly,web,critical,23.53,service,zone_east,enterprise,high,0,0,0,,8,5,0,0,10.05,39.0,
3458,1198,2023-07-29 09:41:46,payment_dispute,web,medium,19.74,service,zone_north,enterprise,high,940,14,1,235.518,9,5,0,0,29.46,101.0,
3459,1336,2023-07-29 11:31:58,access_violation,api,low,116.17,vendor,unknown,standard,low,246,0,0,,11,5,0,0,19.19,114.0,
3460,411,2023-07-29 12:23:49,duplicate_transaction,web,medium,33.45,service,zone_north,plus,low,0,55,5,51.173,12,5,0,0,22.94,108.0,
3461,1342,2023-07-29 12:34:37,access_violation,mobile,low,104.52,vendor,zone_east,standard,low,444,5,1,401.755,12,5,1,0,,,
3462,1404,2023-07-29 14:10:19,policy_override,batch,high,21.82,account,zone_central,standard,medium,0,4,1,207.734,14,5,1,0,,,
3463,1016,2023-07-29 14:16:32,data_export,api,low,103.23,account,zone_central,standard,high,1025,3,0,3399.19,14,5,0,0,30.41,43.0,
3464,931,2023-07-29 14:58:25,config_change,web,low,24.96,account,zone_central,standard,low,371,4,0,49.741,14,5,0,0,22.75,81.0,
3465,85,2023-07-29 15:02:58,duplicate_transaction,batch,low,30.0,account,zone_east,plus,medium,0,0,0,,15,5,0,0,28.82,111.0,
3466,1317,2023-07-29 15:05:56,duplicate_transaction,web,low,119.08,service,zone_south,enterprise,low,128,2,0,45.248,15,5,0,0,25.56,51.0,
3467,761,2023-07-29 17:26:57,duplicate_transaction,api,low,67.36,service,zone_west,enterprise,medium,180,0,0,,17,5,0,0,14.69,88.0,
3468,812,2023-07-29 18:15:21,payment_dispute,mobile,low,21.98,account,zone_north,standard,low,0,30,1,149.725,18,5,0,0,32.86,79.0,
3469,226,2023-07-29 21:24:24,login_anomaly,batch,high,9.06,integration,zone_north,plus,low,637,2,0,1064.871,21,5,0,0,10.79,72.0,
3470,1109,2023-07-30 08:29:16,access_violation,web,medium,54.64,integration,zone_west,enterprise,low,0,7,0,979.815,8,6,1,0,,,
3471,294,2023-07-30 08:35:00,access_violation,batch,critical,182.06,account,zone_west,standard,high,0,0,0,,8,6,0,1,31.3,133.0,175.21
3472,1360,2023-07-30 08:36:09,payment_dispute,mobile,low,39.69,account,zone_east,plus,low,282,47,1,183.699,8,6,1,0,,,
3473,1360,2023-07-30 09:07:16,data_export,batch,medium,77.04,account,zone_east,plus,low,282,48,1,0.519,9,6,1,0,,,
3474,837,2023-07-30 09:11:26,config_change,batch,high,88.58,service,zone_central,plus,medium,894,26,0,48.039,9,6,0,0,13.34,53.0,
3475,176,2023-07-30 09:36:09,duplicate_transaction,web,low,146.38,account,zone_central,standard,low,673,3,0,1203.606,9,6,0,0,20.59,10.0,
3476,479,2023-07-30 16:31:50,access_violation,mobile,medium,31.41,service,zone_west,enterprise,medium,212,24,1,170.542,16,6,1,0,,,
3477,1398,2023-07-30 17:27:58,config_change,api,low,63.29,integration,zone_north,plus,medium,0,3,1,1249.695,17,6,1,0,,,
3478,919,2023-07-30 17:48:16,config_change,mobile,low,110.78,account,zone_north,plus,low,945,2,1,315.461,17,6,1,0,,,
3479,159,2023-07-30 18:57:58,config_change,mobile,high,40.61,service,zone_south,enterprise,medium,916,18,3,176.306,18,6,1,0,,,
3480,1044,2023-07-30 19:37:10,duplicate_transaction,mobile,high,62.48,service,zone_south,enterprise,medium,298,37,1,128.598,19,6,0,0,31.0,68.0,
3481,730,2023-07-30 21:27:06,payment_dispute,web,medium,56.4,device,zone_west,plus,low,0,0,0,,21,6,0,0,12.3,138.0,
3482,837,2023-07-31 02:14:58,login_anomaly,batch,medium,21.03,service,zone_central,plus,medium,895,27,0,17.059,2,0,0,0,14.21,77.0,
3483,1248,2023-07-31 07:11:11,config_change,web,low,72.89,account,zone_north,standard,high,337,46,6,273.339,7,0,0,0,33.02,43.0,
3484,1315,2023-07-31 07:15:45,data_export,batch,low,21.23,account,unknown,standard,low,0,2,0,1767.628,7,0,0,0,38.73,64.0,
3485,1315,2023-07-31 08:12:05,policy_override,api,medium,109.81,account,zone_north,standard,low,0,3,0,0.939,8,0,0,0,21.51,46.0,
3486,310,2023-07-31 08:27:52,payment_dispute,unknown,medium,137.68,account,zone_north,standard,medium,346,4,0,2251.11,8,0,0,0,54.95,75.0,
3487,1015,2023-07-31 08:31:47,payment_dispute,web,low,17.1,device,zone_south,plus,low,658,3,0,862.049,8,0,0,0,13.86,81.0,
3488,1109,2023-07-31 09:14:49,access_violation,web,low,9.16,integration,zone_west,enterprise,low,0,8,0,24.759,9,0,0,0,12.39,31.0,
3489,1254,2023-07-31 09:56:30,config_change,api,medium,72.99,service,zone_north,standard,medium,0,2,0,1510.202,9,0,0,0,6.43,50.0,
3490,757,2023-07-31 10:20:42,payment_dispute,web,low,111.43,device,zone_central,standard,medium,654,119,6,155.055,10,0,0,0,25.81,60.0,
3491,315,2023-07-31 11:41:42,payment_dispute,web,medium,76.4,device,zone_central,standard,low,185,20,1,63.344,11,0,0,0,10.39,61.0,
3492,530,2023-07-31 12:32:42,access_violation,mobile,medium,19.6,account,zone_east,standard,low,291,4,0,498.798,12,0,0,0,60.2,43.0,
3493,1189,2023-07-31 12:43:18,login_anomaly,api,high,67.86,account,zone_south,standard,medium,0,1,0,1608.189,12,0,0,0,7.39,95.0,
3494,1352,2023-07-31 14:51:45,access_violation,api,high,34.76,vendor,zone_east,standard,high,863,0,0,,14,0,0,0,14.36,106.0,
3495,55,2023-07-31 15:29:45,data_export,web,low,80.15,service,zone_south,plus,low,0,39,1,171.386,15,0,0,0,6.08,69.0,
3496,12,2023-07-31 15:41:21,payment_dispute,batch,medium,11.97,integration,zone_north,enterprise,low,208,1,0,4751.865,15,0,1,0,,,
3497,370,2023-07-31 18:36:20,payment_dispute,web,low,94.15,vendor,zone_central,standard,medium,752,11,4,1153.82,18,0,0,0,32.96,104.0,
3498,1130,2023-07-31 18:46:05,payment_dispute,api,medium,27.99,integration,zone_south,enterprise,low,318,1,0,1486.149,18,0,0,0,33.0,71.0,
3499,1069,2023-07-31 21:02:24,policy_override,mobile,low,150.75,account,zone_west,enterprise,low,204,25,0,205.809,21,0,0,0,21.08,84.0,
3500,633,2023-08-01 07:40:12,duplicate_transaction,web,high,71.17,account,zone_central,plus,low,993,51,3,180.255,7,1,0,0,22.79,25.0,
3501,362,2023-08-01 08:04:20,login_anomaly,batch,medium,84.58,account,zone_central,standard,high,1046,4,1,104.411,8,1,0,0,18.19,10.0,
3502,975,2023-08-01 08:50:25,policy_override,web,low,42.7,device,zone_south,standard,medium,1087,5,0,3112.189,8,1,0,1,24.02,79.0,22.96
3503,1127,2023-08-01 11:37:24,login_anomaly,web,low,117.52,device,zone_east,standard,medium,155,31,2,382.065,11,1,0,0,50.3,61.0,
3504,757,2023-08-01 12:27:58,login_anomaly,web,high,116.33,device,zone_central,standard,medium,655,120,6,26.121,12,1,0,0,32.42,40.0,
3505,1435,2023-08-01 13:28:55,config_change,batch,low,357.79,account,zone_west,plus,low,378,10,0,161.424,13,1,0,0,15.69,61.0,
3506,704,2023-08-01 14:11:28,payment_dispute,web,low,89.58,vendor,zone_north,plus,low,0,0,0,,14,1,1,0,,,
3507,479,2023-08-01 16:07:20,login_anomaly,mobile,low,120.9,service,zone_west,enterprise,medium,214,25,1,47.592,16,1,0,0,26.88,88.0,
3508,757,2023-08-01 17:13:44,data_export,mobile,medium,78.97,device,zone_central,standard,medium,655,121,6,4.763,17,1,1,0,,,
3509,1440,2023-08-01 17:35:10,duplicate_transaction,mobile,high,17.57,integration,zone_north,standard,medium,299,1,0,2763.781,17,1,1,0,,,
3510,211,2023-08-01 17:40:04,login_anomaly,api,medium,22.82,service,zone_central,standard,medium,0,0,0,,17,1,0,0,57.97,70.0,
3511,760,2023-08-01 18:03:28,login_anomaly,api,medium,240.37,device,zone_east,standard,low,274,29,2,363.774,18,1,1,0,,,
3512,479,2023-08-01 19:01:31,duplicate_transaction,batch,high,28.1,service,zone_west,enterprise,medium,214,26,1,2.903,19,1,0,0,28.89,79.0,
3513,868,2023-08-01 22:29:26,data_export,batch,low,35.89,vendor,zone_east,standard,medium,0,4,1,1638.614,22,1,0,0,11.83,129.0,
3514,1311,2023-08-01 23:41:51,access_violation,web,low,222.99,device,zone_north,standard,low,0,65,2,272.474,23,1,0,0,15.16,63.0,
3515,379,2023-08-02 01:43:36,login_anomaly,mobile,high,26.04,device,zone_east,standard,low,0,10,0,169.567,1,2,1,0,,,
3516,1127,2023-08-02 04:36:46,payment_dispute,batch,low,32.65,device,zone_east,standard,medium,156,32,2,16.989,4,2,1,0,,,
3517,243,2023-08-02 07:23:17,payment_dispute,web,low,51.71,account,zone_north,enterprise,medium,208,30,2,261.025,7,2,0,0,24.67,85.0,
3518,1048,2023-08-02 08:10:09,login_anomaly,api,medium,126.4,vendor,zone_north,standard,medium,716,17,0,335.808,8,2,0,0,28.47,100.0,
3519,1009,2023-08-02 08:13:39,permission_escalation,web,low,210.82,service,zone_east,standard,medium,0,3,0,183.038,8,2,0,1,31.36,84.0,174.04
3520,276,2023-08-02 10:02:07,payment_dispute,web,medium,144.54,device,zone_east,plus,low,768,3,0,1459.92,10,2,0,0,12.25,25.0,
3521,1394,2023-08-02 10:33:13,permission_escalation,api,low,39.34,account,zone_west,plus,medium,492,8,1,840.674,10,2,0,0,9.73,97.0,
3522,1360,2023-08-02 11:37:13,login_anomaly,api,low,59.06,account,zone_east,plus,low,285,49,1,74.499,11,2,0,0,18.43,32.0,
3523,50,2023-08-02 13:12:56,data_export,web,low,13.87,account,zone_south,standard,low,0,0,0,,13,2,0,0,24.97,123.0,
3524,1471,2023-08-02 15:23:18,data_export,api,medium,57.78,integration,zone_east,enterprise,low,4,13,1,414.366,15,2,0,1,27.0,114.0,31.49
3525,757,2023-08-02 15:55:26,duplicate_transaction,mobile,medium,71.01,device,zone_central,standard,medium,656,122,6,22.695,15,2,1,0,,,
3526,129,2023-08-02 16:48:06,data_export,api,low,14.9,account,zone_north,plus,low,0,34,0,464.55,16,2,0,0,26.02,98.0,
3527,479,2023-08-02 16:49:41,duplicate_transaction,api,high,50.77,service,zone_west,enterprise,medium,215,27,1,21.803,16,2,0,0,19.71,86.0,
3528,1054,2023-08-02 17:30:51,payment_dispute,mobile,medium,129.17,account,zone_central,standard,low,565,3,0,816.584,17,2,0,0,49.02,140.0,
3529,866,2023-08-02 17:36:21,payment_dispute,web,low,397.16,integration,zone_west,standard,high,916,7,0,504.349,17,2,0,0,23.73,156.0,
3530,1311,2023-08-02 18:55:51,login_anomaly,batch,low,185.84,device,zone_north,standard,low,0,66,2,19.233,18,2,0,0,36.79,57.0,
3531,422,2023-08-02 20:01:04,permission_escalation,mobile,low,84.8,account,zone_south,standard,low,1055,6,0,347.633,20,2,1,0,,,
3532,812,2023-08-02 20:24:41,access_violation,mobile,low,44.0,account,zone_north,standard,low,0,31,1,98.156,20,2,0,0,12.04,90.0,
3533,942,2023-08-02 22:20:20,config_change,web,low,96.99,vendor,zone_north,standard,medium,386,1,0,2751.188,22,2,0,0,48.92,62.0,
3534,318,2023-08-03 00:00:52,payment_dispute,web,medium,132.3,service,zone_east,standard,low,1107,15,1,553.11,0,3,1,0,,,
3535,917,2023-08-03 07:00:20,permission_escalation,api,low,195.54,account,zone_south,standard,low,0,3,0,907.173,7,3,0,0,19.01,70.0,
3536,379,2023-08-03 08:36:57,data_export,web,low,72.45,device,zone_east,standard,low,0,11,0,30.889,8,3,0,0,18.55,86.0,
3537,1360,2023-08-03 10:20:35,data_export,api,low,14.25,account,zone_east,plus,low,286,50,1,22.723,10,3,0,0,13.47,53.0,
3538,399,2023-08-03 10:58:06,duplicate_transaction,web,medium,115.02,device,zone_north,plus,high,0,2,0,3788.338,10,3,0,0,17.59,73.0,
3539,116,2023-08-03 10:58:36,policy_override,api,low,117.24,vendor,zone_north,plus,low,81,2,0,1600.44,10,3,0,0,23.9,119.0,
3540,717,2023-08-03 11:29:44,duplicate_transaction,web,low,194.72,service,zone_north,plus,low,929,1,0,2927.912,11,3,1,0,,,
3541,55,2023-08-03 12:00:43,duplicate_transaction,web,high,200.81,service,zone_south,plus,low,0,40,1,68.516,12,3,0,0,46.99,113.0,
3542,807,2023-08-03 13:09:24,policy_override,web,low,74.13,service,zone_east,plus,high,965,8,0,549.255,13,3,0,0,11.63,44.0,
3543,1360,2023-08-03 13:16:46,data_export,api,low,532.44,account,zone_east,plus,low,286,51,1,2.936,13,3,0,0,10.36,84.0,
3544,837,2023-08-03 14:03:58,policy_override,batch,medium,55.08,service,zone_central,plus,medium,898,28,0,83.817,14,3,0,1,27.69,114.0,40.72
3545,1311,2023-08-03 14:22:45,login_anomaly,api,low,39.5,device,zone_north,standard,low,0,67,2,19.448,14,3,0,0,22.87,83.0,
3546,40,2023-08-03 14:41:09,login_anomaly,batch,low,27.25,service,zone_east,plus,low,0,3,0,678.645,14,3,0,0,9.63,73.0,
3547,242,2023-08-03 16:44:42,config_change,mobile,medium,11.59,vendor,zone_south,plus,low,1013,2,0,1206.215,16,3,1,0,,,
3548,1069,2023-08-03 17:42:52,duplicate_transaction,batch,medium,74.91,account,zone_west,enterprise,low,207,26,0,68.674,17,3,1,0,,,
3549,373,2023-08-03 18:44:53,config_change,mobile,low,138.09,device,zone_central,enterprise,medium,1075,0,0,,18,3,0,0,9.99,77.0,
3550,8,2023-08-03 18:45:59,data_export,mobile,medium,49.93,vendor,zone_east,standard,low,831,2,1,998.679,18,3,1,0,,,
3551,1105,2023-08-03 18:53:00,data_export,batch,high,89.33,account,zone_north,enterprise,low,962,1,0,3326.403,18,3,0,0,25.32,89.0,
3552,1231,2023-08-03 19:21:47,access_violation,web,low,154.85,account,zone_north,enterprise,low,0,0,0,,19,3,0,0,8.98,139.0,
3553,514,2023-08-03 19:25:36,login_anomaly,web,critical,21.97,account,zone_east,enterprise,medium,0,5,0,1637.851,19,3,0,0,21.74,67.0,
3554,1355,2023-08-03 19:42:25,login_anomaly,web,low,101.67,vendor,zone_west,enterprise,low,0,6,1,985.494,19,3,0,0,18.53,118.0,
